,,,,,,,,,
,,,Rivian R2 Reservations Tracker Form  <-- Link to submit your order info.                        ,,,,,,
,,,"* After submitting order info, please post a reply in this thread to notify us.",,,,,,
,,,Rivian R2 Reservations Change Request Form  <-- Link to submit edit request for your submitted order info.,,,,,,
,,,,,,,,,
,#,Username,R2 reservation date,Location,,Are you a current Rivian R1 owner?,"If you are a current R1 owner, will you be keeping your R1 and adding an R2?","If you are a current R1 owner, which model?",Other vehicles currently owned
,620,callen,3/7/2024,Canada - British Columbia,,Yes,Yes,R1T,Tesla Model Y
,621,chrispy,3/7/2024,MI,,No,,,Tesla Model Y
,622,janbrink,3/7/2024,ID,,Yes,Yes,R1T,"Tesla MX, Mercedes E Class"
,623,Sandfisher,3/7/0024,WA,,Yes,Yes,R1T,Lexus RX350
,624,acon,3/7/2024,NY,,Yes,Yes,R1S,
,625,Birdowin,3/7/2024,OR,,Yes,Yes,R1T,2015 Tesla model s
,626,Bison,3/7/2024,Canada - Ontario,,Yes,Yes,R1T,Sienna
,627,timf,3/7/2024,MI,,Yes,No,R1S,
,628,Seartrip,3/8/2024,NJ,,Yes,Yes,R1T,"BMW X4 M40i, Ford Explorer"
,629,Rawrr_dinosaurs ,3/8/2024,UT,,Yes,Yes,R1S,"4runner, Tundra, Carerra 4 "
,630,quartz,3/7/2024,CA,,Yes,Yes,R1T,
,631,ADVNOW,3/7/2024,CA,,Yes,Yes,R1T,Jeep wrangler 4xe
,632,Martyr,3/7/2024,WA,,Yes,Yes,R1T,Tesla model S
,633,Armando,3/7/2024,CA,,Yes,Undecided,Both,none
,634,kunzene,3/8/2024,KY,,Yes,Undecided,R1T,Kia EV9
,635,SeaMonkey80,3/7/2024,CA,,Yes,Yes,R1S,2019 Toyota RAV4 Hybrid Limited
,636,CATX83,3/7/2024,TX,,Yes,No,R1S,Volvo XC70
,637,LD in GA,3/7/2024,GA,,Yes,Undecided,R1S,
,638,gilotra,3/7/2024,TX,,Yes,Undecided,R1S,Mazda CX-5
,639,cosha,3/7/2024,WA,,Yes,Undecided,R1S,2020 Porsche Macan
,640,Tcole,3/7/2024,CA,,Yes,Undecided,R1T,Ford Bronco
,641,zkc330i,3/7/2024,KS,,No,,,"BMW 328d Wagon, BMW X3"
,642,chalsp,3/7/2024,OR,,No,,,Subaru Forester XT
,643,Peter,3/7/2024,ID,,No,,,Toyota Tacoma
,644,Opa,3/7/2024,UT,,Yes,Undecided,R1S,BMW 335 Toyota Tacoma
,645,DOSTACOS,3/7/2024,TX,,Yes,Yes,R1T,1997 Tacoma SR% 4WD
,646,Mike777,3/7/2024,TX,,No,,,"Ford Bronc, Hyundai Santa Fe "
,647,Blitzjb,3/7/2024,NY,,No,No,,"2021 Ford Bronco, 2022 Acura RDX"
,648,mathme,3/7/2024,CA,,Yes,Yes,R1T,Tesla Roadster
,649,bholliday5150,3/7/2024,IL,,Yes,Undecided,R1T,"2022 Ford Explorer,  2021 Mazda6"
,650,Ryanide,3/7/2024,ID,,Yes,Yes,R1S,Tesla Model 3P
,651,GeorgeHudetz,3/7/2024,CO,,No,,,"Jeep Grand Cherokee, Nissan Rogue"
,652,drhnbtx,3/7/2024,TX,,Yes,Undecided,R1T,Chevrolet Silverado 2500
,653,bhanson81,3/7/2024,WA,,Yes,Yes,R1S,BMW X1
,654,Bad1987gn,3/7/2024,TN,,Yes,Yes,R1T,"Ford F 250, Ford Focus RS"
,655,Foxerson,3/7/2024,CA,,Yes,Yes,R1T,328i & Outback
,656,Abilor,3/7/2024,NY,,No,,,Hyundai Ioniq 5
,657,Bp,3/7/2024,TX,,No,No,,Audi A8L
,658,EV Sportline,3/7/2024,CA,,Yes,Yes,R1T,Lots!
,659,Rivgirl1,3/7/2024,CA,,Yes,Yes,R1S,BMW x-5 hybrid
,660,roving_rivian,3/7/2024,OR,,No,,,
,661,ashnazg ,3/7/2024,AL,,Yes,Yes,R1T,"Nissan Leaf, Zero SR, Energica Experia "
,662,moosetags,3/7/2024,FL,,Yes,Yes,R1T,2020 Chevy Duramax & 1956 Ford Thunderbird    
,663,Mvitkovi,3/7/2024,CA,,No,No,,Tesla Model 3
,664,TECHeSmurf,3/7/2024,MI,,Yes,Undecided,R1T,Tesla Model Y
,665,AGPfleegor,3/8/2024,NY,,Yes,Yes,R1T,Hyundai Palisade
,666,AstroRS1,3/7/2024,NY,,Yes,Yes,R1S,Land Rover LR4
,667,Beer Traveler,3/8/2024,WA,,Yes,Yes,R1S,Metris Camper Van
,668,MTPan81,3/7/2024,MA,,Yes,Undecided,R1T,2023 Tesla MYP
,669,1965Cobra427,3/7/2024,AR,,Yes,Undecided,R1T,"2022 Tesla Model S, Subaru Outback, 1957 Chevrolet pickup (all Corvette C6 chassis & powertrain, FFR Cobra Roadster"
,670,Gibbsmon,3/7/2024,CO,,No,,,"Lexus gx460, Honda fit, Toyota tundra"
,671,SoldierForLife,3/8/2024,CA,,Yes,Yes,R1S,Lexus IS250
,672,FortyTwo,3/7/2024,IN,,No,,,2006 Scion tC
,673,JoCamp,3/7/2024,CA,,Yes,Yes,R1S,"Tesla M3, VW ID.4"
,674,Kat,3/7/2024,NV,,Yes,Undecided,R1S,Tesla Model X
,675,Chris TX,3/7/2024,TX,,Yes,Yes,R1S,"Tesla Model S, Chevy Volt"
,676,Wiley one,3/7/2024,IA,,Yes,Yes,R1T,BMW X3
,677,mbrown55,3/7/2024,IL,,No,,,"honda civic, ford explorer"
,678,ozziegt,3/7/2024,VA,,Yes,Undecided,R1S,"MR2 Turbo, Macan Turbo"
,679,Stephen Wilcox,3/7/2024,MT,,No,,,Tesla Model Y
,680,CO-Rayman,3/7/2024,CO,,Yes,Yes,R1T,"Volvo XC40 Recharge, ..."
,681,CO-Rayman,3/7/2024,CO,,Yes,Yes,R1T,"Volvo XC40 Recharge, ..."
,682,TigardZ,3/7/2024,OR,,No,,,"Tesla MY, Tesla M3, Cybertruck (Reservation)"
,683,bradrh,3/8/2024,CO,,No,,,VW ID4; Promaster
,684,mung,3/7/2024,CA,,Yes,Undecided,R1S,Tesla Model 3
,685,emoowear,3/7/2024,CA,,No,,,BMW i4
,686,obfuscurity ,3/7/2024,MD,,Yes,Undecided,R1T,"Audi SQ5, Tesla Model 3"
,687,Br1M,3/8/2024,OR,,No,,,"Subaru Crosstrek, F150"
,688,R1S_Northeast,3/7/2024,MA,,Yes,Yes,R1S,
,689,Unicornsexyboy,2/7/2024,SC,,No,,,Subaru forester 
,690,bummin,3/7/2024,CO,,Yes,Yes,Both,"22 WRX, 23 Frontier"
,691,Rivox,3/8/2024,NJ,,Yes,No,R1T,n/a
,692,jakevaliant4,3/7/2024,IN,,No,,,
,693,Stackofdimes,3/7/2024,WA,,Yes,Yes,R1S,Polestar 2
,694,Philzer,3/7/2024,IL,,No,,,Subaru Impreza
,695,Riptide,3/8/2024,HI,,No,,,2023 Ford Bronco
,696,Outdoorman,3/24/2024,MD,,No,Undecided,R1S,
,697,brancky3,3/7/2024,SC,,Yes,Yes,R1T,Ford Mach E GT
,698,Virginia_Rivian,3/7/2024,VA,,Yes,Yes,R1T,Mazda Miata 
,699,JCWCVG,3/7/2024,OH,,Yes,Yes,R1S,"Model S Plaid, Porsche Cayenne"
,700,cgl4au,3/7/2024,AL,,No,,,‘23 Tesla Model Y Performance / ‘21 Nissan Titan Pro-4X
,701,Agentfive,3/7/2024,MA,,Yes,Yes,R1S,"Tesla Model 3, Prius V"
,702,sires,3/7/2024,TX,,Yes,No,R1S,"1993 MB 500E, 1988 MB 300SL"
,703,drm,3/7/2024,OR,,No,,,Chevy Bolt EV 2LT
,704,bjcr1t,3/7/2024,IA,,Yes,Yes,R1T,"2021 VW Atlas, 2018 Jeep Reenegade, 2011 Subaru Outback"
,705,240vPlug,3/7/2024,MD,,Yes,Yes,Both,"Honda Pilot, Coachmen Apex Travel Trailer"
,706,VoodooRivian,3/7/2024,CA,,No,,,"Porsche, Tesla, Ford"
,707,btong0530,3/7/2024,CA,,No,,,Tesla Model Y
,708,mollys_d,3/7/2024,FL,,Yes,Undecided,R1S,BMW M340iX
,709,ericreic,3/7/2024,PA,,No,,,VW Tiguan
,710,Ron Mueller,3/7/2024,WA,,No,,,Honda Element
,711,Mousa,3/8/2024,FL,,No,Undecided,,Honda crv & crosstreck
,712,bornagain3,3/7/2024,CA,,Yes,Yes,R1S,Kia Niro EV
,713,Gannicus,3/7/2024,NM,,No,,,Subaru Impreza
,714,benpellow,3/7/2023,IL,,Yes,No,R1T,
,715,B Sea,3/7/2024,Canada - British Columbia,,No,,,2002 Toyota Tacoma
,716,Rob’s Rivian R1T,3/7/2024,MI,,Yes,Yes,R1T,2022 Mercedes GLE 450
,717,CocoaPuff,3/7/2024,WA,,No,,,Tesla Model Y
,718,KSL0217,3/7/2024,NY,,No,,,Mustang Mach E
,719,ezod,3/9/2024,OR,,No,,,Land Rover LR4
,720,Caylan55,3/7/2024,VA,,No,,,Tesla 3LR & YLR
,721,BrayBay,3/8/2024,TX,,Yes,Undecided,R1S,
,722,kamar.galloway,3/7/2024,SC,,Yes,Yes,R1T,VW Atlas Cross Sport
,723,Cypress,3/7/2024,WA,,No,,,"Model 3, Pacifica PHEV"
,724,jspalyl,3/7/2024,MD,,Yes,No,R1T,
,725,pslawing,3/10/2024,NC,,No,,,"Tesla 75D 2017, Mercedes SUV, Corvette, Ford Truck"
,726,Alanp99,3/7/2014,CA,,Yes,Yes,R1S,Solterra 
,727,TSD,3/7/2024,FL,,No,,,Polestar 2; G500
,728,VGA,3/7/2024,NY,,Yes,Yes,R1S,CLS 400 AND JEEP WRANGLER
,729,SEPA R1T,3/7/2024,PA,,Yes,Undecided,R1T,
,730,MtSolar,3/7/2024,MT,,No,,,"Chevy Bolt, Tesla Model Y"
,731,Derek,3/8/2024,CA,,Yes,Yes,R1T,Tesla
,732,Chitown Rivianfan,3/7/2024,IL,,Yes,Undecided,R1S,"Honda Odyssey, Audi Q7"
,733,francisa,3/7/2024,WA,,No,,,Mercedes GLS450
,734,Goose,3/7/2024,NC,,No,,,2024 Toyota Sequoia
,735,beze,3/7/2024,CA,,No,,,rav4 hv
,736,AdventureR1S,3/7/2024,TX,,Yes,Yes,R1S,"2010 Range Rover, 2023 Rivian R1S, 2006 BMW 650i, 2013 Chevrolet Equinox, 2009 Bentley Continental Flying Spur"
,737,RAP2321,3/8/2024,WA,,No,,,Audi A4
,738,Minimalist,3/7/2024,CA,,No,,,MY LR
,739,wskikevin,3/7/2024,MI,,No,,,"Cadillac CT5 & XT6, VW Passat"
,740,elfordon,3/7/2024,IL,,Yes,Undecided,R1T,Chevrolet Bolt EV
,741,GMer.COM,3/7/2024,SC,,Yes,Undecided,R1T,Subaru Forester
,742,Maindric,3/7/2024,CA,,No,,,2017 VW eGolf
,743,rainier,3/7/2024,WA,,No,,,Toyota Tacoma
,744,Augsburg,3/7/2024,ID,,No,,,23 Ford Bronco Sport Badlands
,745,MR_MIZ,3/7/2024,MO,,Yes,Yes,R1S,Honda Odyssey
,746,Mac0512,3/7/2024,TX,,Yes,Yes,R1S,Tesla 2023 Y LR
,747,Tipsy- gypsy,3/7/2024,PA,,No,No,,Tesla 3
,748,Edstafman,3/7/2024,MT,,No,,,Audi q5
,749,BMore_Grizz,3/7/2024,MD,,No,,,2015 GMC Canyon
,750,beze,3/7/2024,CA,,No,,,
,751,beze,3/7/2024,CA,,No,,,rav4 hv
,752,Tomanik,3/7/2024,Canada - Alberta,,No,,,"Durango R/T, XT4"
,753,DucRider,3/7/2024,OR,,No,No,R1S,"Polestar 2, Hyundai Ioniq"
,754,nachilus,3/7/2024,MD,,Yes,Yes,R1S,Model Y
,755,edmond20,3/8/2024,Canada - British Columbia,,No,,,Tesla Model 3
,756,tg_cid,3/7/2024,VA,,Yes,Yes,R1T,Tesla Model 3
,757,Dakis,3/7/2024,DE,,Yes,Undecided,R1S,"Porsche Cayenne Coupe S, Toyota 4Runner TRD Pro, "
,758,From_Model_Y_to R2,3/7/2024,NY,,No,,,Tesla Model Y
,759,Pigeon1054,3/7/2024,MO,,No,,,"2016 Subaru Outback 3.6R, 2020 Tesla Model 3 LR"
,760,Kaz109,3/10/2024,CA,,No,,,"BMW XM, Ford Raptor , Audi S7"
,761,Rainman1,3/7/2024,FL,,Yes,Yes,R1T,Porsche Taycan
,762,derekmw,3/7/2024,CA,,Yes,Undecided,R1T,Tesla Model 3
,763,JeremyMKE,3/7/2024,WI,,Yes,Yes,R1T,Toyota Sienna
,764,Coj,3/8/2024,CT,,Yes,Yes,R1T,Volvo C40
,765,nautilus_driver,3/7/2024,GA,,Yes,Yes,R1T,
,766,0829gabor,3/11/2024,TN,,No,No,,tesla s
,767,gtrivian,3/7/2024,CO,,Yes,Yes,R1S,
,768,Jerk,3/7/2024,GA,,Yes,Yes,R1T,Outback
,769,Kw0ngsta,3/7/2024,OR,,Yes,Yes,R1S,Model Y
,770,andyboo,3/7/2024,CA,,Yes,Yes,R1S,
,771,bmortloc,3/11/2024,CA,,Yes,Yes,R1S,Alfa Romeo Giulia
,772,Flyboi,3/7/2024,MO,,Yes,Yes,R1T,Bronco
,773,JoMo,3/7/2024,AZ,,Yes,No,R1S,Tacoma
,774,JMACCA,3/7/2024,CA,,Yes,Yes,R1S,"CHEVEROLET TAHOE, JEEP GRAND CHEROKEE"
,775,Citrinite,3/7/2024,WI,,Yes,Yes,R1T,
,776,kskr19,3/7/2024,Canada - Ontario,,No,,,Volvo XC60
,777,cjg817,3/7/2024,CT,,No,,,"RAM 1500, AUDI Q5"
,778,rapPayne,3/7/2024,TX,,Yes,Yes,R1S,
,779,andynasisse,3/7/2024,CO,,No,,,jeep cherokee
,780,Richard arch74,3/7/2024,MI,,Yes,Yes,R1S,Honda Clarity PHEV
,781,JavaGirl ,3/7/2024,OR,,No,,,"Audi Q5 TDI, Audi A4 "
,782,Danimal79,3/7/2024,Canada - Ontario,,Yes,Yes,R1T,Audi e-Tron Q4
,783,Nellbarr,3/7/2024,FL,,Yes,No,R1S,None
,784,FL49erfan,3/11/2024,FL,,No,No,,23 Chevy Bolt EV
,785,AJtheJuice,3/8/2024,CO,,Yes,Yes,R1S,"‘19 Toyota Tundra Crewmax, ‘19 Volvo XC90"
,786,lumilux,3/7/2024,CO,,Yes,Undecided,R1S,
,787,Mikebike97,3/8/2024,CA,,No,,,"Highlander, leaf, sienna"
,788,Vroomstocks,3/7/2024,CA,,No,,,2018 Model 3 Mid Range RWD
,789,sherwinmdev,3/7/2024,CA,,No,Undecided,,MX Plaid & MY Performance
,790,2or4Wheels,3/7/2023,CA,,No,,,VW ID 4. BMW X5M
,791,GLstmbt ,3/7/2024,CO,,Yes,Yes,R1S,Lexus RX450h
,792,njmc,3/10/2024,AZ,,No,No,,
,793,donedyl,3/8/2024,AZ,,No,,,Tesla Model 3
,794,619RivianR1T,3/7/2024,CA,,Yes,No,R1T,"Genesis GV60, Porsche Boxster, Lexus RX350"
,795,Supbrah1,3/7/2024,AL,,No,,,Toyota Camry
,796,whyasky,3/7/2024,MD,,Yes,Undecided,R1T,ID.4
,797,rodhx,3/7/2024,AL,,Yes,Undecided,R1T,"BMW M235 convertible, Lexus RX450h"
,798,R1TDAD,3/7/2024,FL,,Yes,Yes,R1T,Tesla Model Y
,799,Sparkles,3/7/0024,CA,,Yes,Yes,R1S,Honda Civic
,800,Xman50,3/7/2024,NM,,Yes,Undecided,R1S,Tesla Mode Y
,801,JWU,3/8/2024,CA,,No,No,,"Tesla Model 3, Tesla Model Y"
,802,xyskis,3/7/2024,OR,,Yes,Yes,R1S,"2010 Toyota 4Runner, 2023 AWD Sprinter Van (144HR)"
,803,screamingkarts,3/7/2024,TX,,Yes,Undecided,R1S,"Rivian R1S, Jeep Wrangler 4Xe"
,804,greg,3/7/2024,CA,,Yes,Yes,R1T,Audi RS6
,805,Ingen,3/7/2024,CA,,Yes,Undecided,R1S,
,806,m0rk,3/7/2024,Canada - Quebec,,No,,,Tesla Model 3
,807,uh1.outlaw10,3/7/2024,TX,,Yes,Undecided,R1S,Genesis
,808,Zelek,3/10/2024,TX,,No,,,"2018 Honda Accord Touring 2.0T, 2021 Ford Mustang Mach 1 HP"
,809,DougNuts,3/7/2024,KY,,No,,,"Camry Hybrid, RAV4 Hybrid, F150"
,810,ethersage,3/8/2024,OR,,Yes,Yes,R1T,Tesla Model Y
,811,allinev,3/7/2024,CA,,Yes,Undecided,R1T,"Bolt, Prius V"
,812,sacramentoelectric,3/7/2024,CA,,Yes,Yes,R1T,"i3, Model X, R1T"
,813,Kgautam28,3/7/2024,WA,,Yes,Yes,R1S,
,814,NoteibookFit,3/7/2024,CA,,No,,,"Tesla Model Y, 3"
,815,Aaronpschimmer,3/12/2002,IL,,No,No,,2022 highlander hybrid 
,816,kenner,3/11/2024,Canada - Ontario,,No,,,"CR-V, Impreza Sport"
,817,miks10,3/11/2024,CA,,No,,,Chevy Volt (2nd Gen)
,818,Kingfish,3/7/2024,CA,,No,,,Honda Accord
,819,midnightscavenger,3/7/2024,CA,,No,,,2023 Honda CRV Hybrid
,820,lmkalb,3/7/2024,NE,,No,,,Toyota RAV4 Hybrid
,821,CD4Complex,3/11/2024,MA,,Yes,Yes,R1T,"Ioniq5, Tacoma"
,822,AvrgKarl,3/7/2024,OR,,No,,,Nissan Leaf and Toyota BZ4X
,823,ads75,3/7/2024,PA,,Yes,Undecided,R1T,2019 Jeep Wrangler Rubicon 2 door
,824,Bogey928,3/7/2024,NY,,Yes,Yes,R1T,2021 Mach E GTPE 2023 Mitsubishi Outlander PHEV 40th Anniversary
,825,chrischan53,3/7/2024,CA,,No,,,Jaguar F Pace
,826,mcwalinski,3/7/2024,CT,,Yes,Yes,R1S,
,827,f1racer328,3/7/2024,AZ,,No,,,Land Rover LR4
,828,ButchSF,3/11/2024,CA,,Yes,Undecided,R1T,E-golf
,829,MaxxOC,3/7/2024,CA,,No,,,"VW Golf R, Polestar 2"
,830,FastinoB81,3/7/2024,FL,,Yes,Yes,R1S,
,831,sharpobjects4321,3/7/2024,AR,,No,,,honda pilot
,832,Aaronpschimmer,3/12/2024,IL,,No,No,,Highlander hybrid
,833,R1SFamilyGuy,3/7/2024,NJ,,No,,,Mazda CX5. R1S reservation holder
,834,DarcyL,3/7/2024,Canada - British Columbia,,Yes,Yes,R1S,MINI SE
,835,DazDanq,3/7/2024,CA,,Yes,Yes,R1T,2018 Subaru Impreza
,836,carlthelemann,3/7/2024,NY,,Yes,Yes,R1T,Jaguar XE
,837,Ralf E,3/7/2024,CA,,No,,,
,838,AbhorViolence,3/7/2024,CA,,Yes,Undecided,R1T,2003 Volkswagen GTI 20th Anniversary Edition
,839,JennQ,3/7/2024,CA,,Yes,Yes,R1T,"Tesla S, 3, Y"
,840,winters.usaf,3/7/2024,FL,,Yes,Yes,R1S,
,841,Plazman,3/7/2024,CA,,Yes,Undecided,R1S,"Tesla Model S, Tesla Model 3"
,842,Tesvian,3/7/2024,PA,,No,,,Tesla Model 3 P and Model Y
,843,MountainBikeDude,3/8/2024,Canada - British Columbia,,Yes,Yes,R1T,
,844,jforster,3/14/2024,MN,,No,,,Hyundai Santa Cruz
,845,Skellogg,3/14/2024,CA,,Yes,Undecided,R1T,Tesla 3
,846,yukamite,3/7/2024,IL,,No,,,"Tesla Model 3, Toyota Tacoma"
,847,ICanLiftAnR3XUp,3/14/2024,MO,,No,No,,Honda Civic
,848,lslick23,3/7/2024,FL,,Yes,Undecided,R1T,
,849,K.I.T.T.,3/11/2024,Canada - British Columbia,,Yes,Yes,R1S,"2023 GMC Canyon AT4, 2009 BMW 128i."
,850,Sevn86,3/7/2024,TX,,Yes,No,R1S,"Lexus RX350 F Sport, BMW X5 M Sport"
,851,Jedwards,3/7/2024,OR,,Yes,Undecided,R1S,Tesla Model Y
,852,Impatient,3/7/2024,TX,,Yes,Yes,R1T,
,853,bass-00.barbers,3/8/2024,NJ,,No,No,,"Tesla Model Y, Lexus GX 460"
,854,Gbsource,3/8/2024,CA,,Yes,Yes,R1T,
,855,fhcibrian,3/15/2024,CA,,Yes,Yes,R1T,Volvo C30
,856,SARivian,3/7/2024,TX,,No,,,"Tesla Model Y, Ford Bronco"
,857,Gin.Or.Juice,3/14/2024,WA,,No,,,Audi Q7
,858,shoey008,3/7/2024,CA,,Yes,Yes,R1T,Chrysler Pacifica
,859,Trinculo73,3/7/2024,CA,,Yes,Undecided,R1T,"2023 Mini Cooper Convertible, 2015 Victory Magnum X1"
,860,bakk0020,3/7/2024,CA,,Yes,Undecided,R1S,BMW 540i
,861,vantripping,3/9/2024,NV,,Yes,Undecided,R1S,Expedition Camper
,862,Drathen ,3/7/2024,CA,,No,,,Model 3 P
,863,DigDug52,3/7/2024,TX,,No,,,"Tesla Model 3, Ford Mustang Mach-E"
,864,Mike_R2,3/7/2024,Canada - Quebec,,No,,,2020 Kia Soul EV
,865,monzarottie,3/7/2024,OR,,Yes,Yes,R1S,
,866,garrison@thegreens.ws,3/14/2024,CA,,No,,,Tesla model Y
,867,VegasWeezy,3/14/2024,NV,,No,,,"Mach e, Q4 e-tron "
,868,RobbO.29,3/7/2024,FL,,Yes,Yes,R1T,"2023 Bronco Raptor, 2016 Aston Martin Vantage, 2022 Ford Mach E"
,869,JoeRivian,3/7/2024,VT,,No,,,Jeep Wrangler JL
,870,Techhawk,3/7/2024,MO,,Yes,Yes,R1T,"e-tron, Range Rover"
,871,Pafortin,3/7/2024,MA,,Yes,Yes,R1S,Audi E-Tron 2022
,872,Aproper2008,3/7/2024,FL,,No,,,"Ford F350, Ford Edge"
,873,danishkaiju,3/16/2024,KS,,No,,,2013 Hyundai Tuscon Limited
,874,tbadd475,3/7/2024,FL,,No,Undecided,,2022 subaru forester wilderness
,875,cduch,3/17/2024,Canada - Quebec,,No,,,"Tesla Model 3, Mitsubishi Outlander PHEV"
,876,jbaker,3/10/2024,AZ,,No,,,"Honda Accord, Toyota Venza"
,877,Shpollak,3/17/2024,CA,,Yes,Yes,R1S,Tesla Model 3 & Y
,878,Billyk24,3/14/2024,PA,,No,,,Mach E
,879,Taco,3/17/2024,CA,,No,Undecided,,Toyota Tacoma
,880,Franklin's-Tower ,3/7/2024,IL,,No,No,,MKZ
,881,LordPasta,3/18/2024,CT,,No,,,Mazda CX5
,882,Thunder7ga,3/7/2024,GA,,No,,,
,883,4Papa,3/7/2024,MA,,No,,,Intimidator Classic E-UTV
,884,atx_wapiti,3/7/2024,TX,,No,,,"2021 Hyundai Tucson, 2021 Tesla Model Y LR"
,885,TigerEyeJazz,3/18/2024,FL,,No,,,2023 Honda HR-V Sport
,886,KACEY3,3/7/2024,TX,,Yes,Yes,R1T,Mazda 3
,887,mgreenstein1247,3/7/2024,MA,,No,,,Tesla model x
,888,Toytruckmike,3/8/2024,TX,,No,,,Porsche Macan. Toyota Tacoma. Tesla M3
,889,JPekor,3/10/2024,NY,,No,,,"Ford Bronco Sport, Chevy Tahoe"
,890,Phyu2,3/10/2024,CA,,No,,,Rav4 Prime
,891,Jim P,3/7/2024,FL,,No,,,
,892,jtshaw,3/7/2024,WA,,Yes,Yes,R1S,
,893,zoro25,3/7/2023,WA,,No,,,"Rav4, Chrysler 300"
,894,FozCat,3/7/2024,NJ,,No,,,Tesla Model 3 Honda Ridgeline
,895,JasonR1S,3/12/2024,GA,,Yes,Yes,R1S,
,896,Smash ,3/12/2024,CA,,No,,,
,897,AN-THU-KNEE,3/7/2024,CO,,Yes,Undecided,R1T,
,898,GamoraR1S,3/7/2024,IA,,No,,,2020 Volvo XC90
,899,feifan,3/7/2024,CA,,Yes,Undecided,R1T,
,900,ejh,3/7/2024,OR,,No,,,"Ford truck, Subarus"
,901,SanCarlosJeff,3/9/2024,CA,,No,,,"Tesla Model 3, VW Golf"
,902,shimps1,3/7/2024,IA,,Yes,Undecided,R1S,Nissan Rogue
,903,JabbaMac,3/7/2024,CA,,Yes,No,R1T,Subaru Outback
,904,JabstaFiend,3/7/2024,TN,,Yes,Yes,R1T,Pacifica Hybrid
,905,driviander,3/2/2024,NJ,,No,,,
,906,howler99,3/15/2024,NC,,Yes,Undecided,R1T,Lexus RX-3550
,907,M00v0vr,3/20/2024,OR,,Yes,Yes,R1T,MY Tesla
,908,NJSIMONS13,3/9/2024,NY,,Yes,Yes,R1T,"Porsch 992 911, Prosche Macan"
,909,Barsaec,3/13/2024,TX,,Yes,Yes,R1S,1995 Range Rover LWB; 2023 Mercedes EQS SUV
,910,jadwin79,3/7/2024,CO,,Yes,Yes,R1S,"Tesla Model Y, Mercedes Sprinter 170"
,911,actualsizeaudio,3/20/2024,CT,,No,,,"VW Atlas, VW TDI Sportwagon, Mazda 3 Hatchback"
,912,audigarner,3/7/2024,CA,,Yes,Yes,Both,None
,913,Ash CR,3/7/2024,FL,,Yes,Yes,R1T,Hyundai Santa Fe
,914,Rsherman25,3/7/2024,TX,,No,,,Tesla Model Y
,915,Dr Andy,3/7/2024,TX,,Yes,Undecided,R1S,"2018 Macan, 2008 Boxster"
,916,akc5247,3/8/2024,NJ,,Yes,Undecided,R1S,2023 Subaru Ascent
,917,jebinc,3/7/2025,WA,,Yes,Yes,R1T,"MS Plaid, MY 4680 AWD"
,918,SeanK,3/7/2024,WA,,No,,,"Toyota Tacoma, Audi TTS, VW GTI"
,919,Zswickliffe,3/7/2024,MI,,No,,,"Polestar 2, Mercedes E550, Nissan 350z"
,920,audigarner,3/7/2024,CA,,Yes,Yes,Both,None
,921,vineet2001,3/7/2024,TX,,Yes,Yes,R1S,
,922,goodoljake,3/7/2024,CA,,Yes,Yes,R1S,MY + Multiple combustion
,923,Commonguy,3/7/2024,OR,,Yes,Yes,R1T,"Tesla S, Nissan Leaf, Pontiac LeMans"
,924,maclaren4l,3/7/2024,WA,,Yes,Yes,R1T,Polestar
,925,MelinAZ,3/23/2024,AZ,,No,,,Lexus RX350 and Audi Q5
,926,nivek,3/7/2024,OR,,Yes,Yes,R1T,Tesla MYP
,927,CaptKenGraRoo,3/9/2024,TX,,No,,,Jeep Wrangler Rubicon 4xe 
,928,R1T.NC,3/7/2024,NC,,Yes,Yes,Both,"914, C8, XLR, R/T, RAM"
,929,autolycus,3/7/2024,GA,,Yes,Undecided,R1S,Kia Niro
,930,Gadgeteer,3/7/2024,MD,,Yes,Yes,R1T,MDX and RAV4 prime
,931,lumpydog,3/9/2024,MA,,No,,,Tesla
,932,Underwhirled,3/7/2024,AR,,Yes,Undecided,R1T,Audi Q5
,933,Blueline726,3/11/2024,FL,,No,No,,Chevy Silverado 1500
,934,ATLion,3/7/2024,VA,,Yes,Yes,R1T,2001 Mitsu Montero Limited
,935,CRU1,3/24/0024,NV,,No,No,,2024 MINI Countryman JCW ALL4
,936,danurse ,3/18/2024,TX,,No,No,,"2015 Tacoma TRD, 2015 Infinity QX 50"
,937,astegner,3/9/2024,WA,,Yes,Yes,R1T,VW Tiguan
,938,RavenKayaker,3/25/2024,WA,,No,,,"BMW I3, Jeep Grand Cherokee"
,939,egdeferrante,3/7/2024,CA,,Yes,Yes,Both,"2023 Porsche Mecan, Porsche 71’ 911 Targa"
,940,RivianNoob,3/7/2024,GA,,Yes,Undecided,R1T,Lincoln Aviator 
,941,rehan,3/7/2024,TX,,No,,,2018 Honda Accord Touring 2.0
,942,BostonBobby,3/7/2024,MA,,No,,,Tesla Model 3 
,943,TSmith,3/7/2024,MD,,No,,,"Toyota Corolla, Toyota Highlander"
,944,Akira,3/25/2024,CT,,No,,,KIA Telluride
,945,bettercallsaul,3/7/2024,AZ,,No,,,"Volvo XC90, Volvo XC60"
,946,jdarmstrong,3/22/2024,TX,,No,,,"2021 BMW X6 M50i, 2023 VW ID.4 S, 2008 Ford F-150 FX2"
,947,gerrylum,3/7/2024,TX,,Yes,Yes,R1T,Tesla Model Y
